metric,mean,std,min,max
equal_weight_ann_vol,0.09978797685114921,0.0006729643136604017,0.09769365062892818,0.10139179275963217
individual_ann_vol_avg,1.3565617045817562,0.0004944374778636132,1.3553746155857824,1.3578750452019444
individual_ann_vol_median,1.4133974234288058,0.003014754237610645,1.407518263782146,1.4194807977031512
individual_ann_vol_min,0.4064633994689498,0.0028203525252597597,0.39855951065370154,0.4133196468523777
individual_ann_vol_max,1.9721732155276148,0.00882007817932683,1.9525071145505364,1.9985653443197426
avg_pairwise_corr,0.004183149526723948,8.377173669542228e-05,0.0039441859832255385,0.004388365080925596
