horizon,target_portfolio_annual_vol,annual_drift,n_events,tp,fn,fp,tn,true_positive_rate,false_negative_rate,false_positive_rate,true_negative_rate,precision,label_positive_rate,true_drift_event_rate,balanced_accuracy,pt_hit_share,sl_hit_share,vertical_hit_share,avg_time_to_pt,avg_time_to_sl
60,0.06,0.9,124000.0,12836.666666666666,11963.333333333334,30303.333333333332,68896.66666666667,0.5176075268817204,0.4823924731182796,0.3054771505376344,0.6945228494623655,0.29756253448002234,0.3479032258064516,0.20000000000000004,0.606065188172043,0.3479032258064516,0.21198655913978495,0.44011021505376346,29.17874821374653,34.99919760382057
60,0.1,0.1,124000.0,7832.666666666667,16967.333333333332,30193.0,69007.0,0.31583333333333335,0.6841666666666667,0.3043649193548387,0.6956350806451613,0.20597964770169255,0.30665860215053764,0.20000000000000004,0.5057342069892473,0.30665860215053764,0.16486021505376344,0.5284811827956989,27.761573058508148,36.78440075701622
60,0.1,0.3,124000.0,8473.0,16327.0,30193.0,69007.0,0.3416532258064516,0.6583467741935484,0.3043649193548387,0.6956350806451613,0.21913208284070573,0.3118225806451613,0.20000000000000004,0.5186441532258064,0.3118225806451613,0.16122043010752687,0.5269569892473118,27.783620239413338,36.79155808510666
60,0.1,0.5,124000.0,9155.0,15645.0,30193.0,69007.0,0.3691532258064516,0.6308467741935484,0.3043649193548387,0.6956350806451613,0.23266836407183292,0.31732258064516133,0.20000000000000004,0.5323941532258064,0.31732258064516133,0.15791935483870967,0.524758064516129,27.80779958719582,36.78836479665177
60,0.1,0.7,124000.0,9870.0,14930.0,30193.0,69007.0,0.3979838709677419,0.602016129032258,0.3043649193548387,0.6956350806451613,0.24636314245745375,0.3230887096774194,0.20000000000000004,0.5468094758064516,0.3230887096774194,0.154994623655914,0.5219166666666667,27.82546713695726,36.780134753778405
60,0.1,0.9,124000.0,10601.333333333334,14198.666666666666,30193.0,69007.0,0.4274731182795699,0.5725268817204301,0.3043649193548387,0.6956350806451613,0.2598736418223427,0.3289865591397849,0.20000000000000004,0.5615540994623656,0.3289865591397849,0.15213978494623656,0.5188736559139785,27.836384546162048,36.76340996631236
60,0.14,0.1,124000.0,7586.666666666667,17213.333333333332,29602.666666666668,69597.33333333333,0.30591397849462365,0.6940860215053762,0.29841397849462364,0.7015860215053763,0.20400101344502797,0.29991397849462365,0.20000000000000004,0.50375,0.29991397849462365,0.09408333333333334,0.6060026881720431,26.4012552143992,37.40918215960474
60,0.14,0.3,124000.0,8046.666666666667,16753.333333333332,29602.666666666668,69597.33333333333,0.32446236559139785,0.6755376344086023,0.29841397849462364,0.7015860215053763,0.2137274854475888,0.3036236559139785,0.20000000000000004,0.5130241935483871,0.3036236559139785,0.09219623655913978,0.6041801075268817,26.428945208675046,37.39450701128271
60,0.14,0.5,124000.0,8511.666666666666,16288.333333333334,29602.666666666668,69597.33333333333,0.34321236559139784,0.6567876344086021,0.29841397849462364,0.7015860215053763,0.22332205919039252,0.3073736559139785,0.20000000000000004,0.5223991935483872,0.3073736559139785,0.0904758064516129,0.6021505376344086,26.45694302334249,37.41318506283097
60,0.14,0.7,124000.0,8996.333333333334,15803.666666666666,29602.666666666668,69597.33333333333,0.36275537634408606,0.6372446236559139,0.29841397849462364,0.7015860215053763,0.23307484571178427,0.3112822580645161,0.20000000000000004,0.5321706989247312,0.3112822580645161,0.08878763440860216,0.5999301075268817,26.478236877677194,37.41318868781567
60,0.14,0.9,124000.0,9495.333333333334,15304.666666666666,29602.666666666668,69597.33333333333,0.3828763440860215,0.6171236559139784,0.29841397849462364,0.7015860215053763,0.24286320295004882,0.3153064516129032,0.20000000000000004,0.5422311827956989,0.3153064516129032,0.08735483870967742,0.5973387096774193,26.501934011586798,37.42675067910492
60,0.18,0.1,124000.0,7316.333333333333,17483.666666666668,28717.666666666668,70482.33333333333,0.295013440860215,0.704986559139785,0.2894926075268817,0.7105073924731183,0.20304175355271084,0.2905967741935484,0.20000000000000004,0.5027604166666667,0.2905967741935484,0.0535,0.6559032258064517,25.088130979355153,37.531899025476065
60,0.18,0.3,124000.0,7659.333333333333,17140.666666666668,28717.666666666668,70482.33333333333,0.30884408602150537,0.6911559139784945,0.2894926075268817,0.7105073924731183,0.21055700539324199,0.29336290322580644,0.20000000000000004,0.5096757392473119,0.29336290322580644,0.05241666666666667,0.6542204301075268,25.11806422548519,37.511243200882156
60,0.18,0.5,124000.0,8006.333333333333,16793.666666666668,28717.666666666668,70482.33333333333,0.3228360215053763,0.6771639784946236,0.2894926075268817,0.7105073924731183,0.21801767251853468,0.29616129032258065,0.20000000000000004,0.5166717069892474,0.29616129032258065,0.051448924731182795,0.6523897849462366,25.14105007542747,37.494545525891034
60,0.18,0.7,124000.0,8380.0,16420.0,28717.666666666668,70482.33333333333,0.3379032258064516,0.6620967741935484,0.2894926075268817,0.7105073924731183,0.22589629558697175,0.2991747311827957,0.20000000000000004,0.524205309139785,0.2991747311827957,0.050483870967741935,0.6503413978494623,25.17514584472708,37.49101383712404
60,0.18,0.9,124000.0,8753.666666666666,16046.333333333334,28717.666666666668,70482.33333333333,0.3529704301075269,0.6470295698924731,0.2894926075268817,0.7105073924731183,0.233615022530033,0.3021881720430108,0.20000000000000004,0.5317389112903226,0.3021881720430108,0.049709677419354836,0.6481021505376344,25.205943373021412,37.48941438803918
60,0.2,0.1,124000.0,7179.0,17621.0,28190.333333333332,71009.66666666667,0.2894758064516129,0.7105241935483871,0.28417674731182796,0.715823252688172,0.20297566372001938,0.28523655913978496,0.20000000000000004,0.5026495295698924,0.28523655913978496,0.041319892473118285,0.6734435483870967,24.43298535014058,37.614875979273364
60,0.2,0.3,124000.0,7469.0,17331.0,28190.333333333332,71009.66666666667,0.3011693548387097,0.6988306451612903,0.28417674731182796,0.715823252688172,0.20945835020908862,0.2875752688172043,0.20000000000000004,0.5084963037634408,0.2875752688172043,0.04052688172043011,0.6718978494623656,24.454679505862078,37.601785074208465
