sim,seed,horizon,target_portfolio_annual_vol,annual_drift,n_events,tp,fn,fp,tn,true_positive_rate,false_negative_rate,false_positive_rate,true_negative_rate,precision,label_positive_rate,true_drift_event_rate,balanced_accuracy,pt_hit_share,sl_hit_share,vertical_hit_share,avg_time_to_pt,avg_time_to_sl
2,20002,30,0.02,0.5,124500,13571,11329,28313,71287,0.5450200803212851,0.4549799196787149,0.2842670682730924,0.7157329317269077,0.3240139432718938,0.33641767068273093,0.2,0.6303765060240965,0.33641767068273093,0.239140562248996,0.4244417670682731,16.002817304937448,16.656836731266583
2,20002,60,0.02,0.5,124000,16190,8610,29664,69536,0.6528225806451613,0.3471774193548387,0.2990322580645161,0.7009677419354838,0.35307715793605793,0.36979032258064515,0.2,0.6768951612903226,0.36979032258064515,0.2386451612903226,0.39156451612903226,30.202185196493218,32.71887672343877
2,20002,90,0.02,0.5,124000,17918,6882,30412,68788,0.7225,0.2775,0.3065725806451613,0.6934274193548388,0.3707428098489551,0.38975806451612904,0.2,0.7079637096774194,0.38975806451612904,0.23462903225806453,0.3756129032258064,43.84283054003724,49.08070392520795
2,20002,150,0.02,0.5,123000,19900,4700,30962,67438,0.8089430894308943,0.1910569105691057,0.31465447154471543,0.6853455284552845,0.391254767803075,0.4135121951219512,0.2,0.7471443089430894,0.4135121951219512,0.22873983739837397,0.3577479674796748,69.47318233651842,82.00678869735205
2,20002,30,0.02,0.7,124500,15919,8981,28313,71287,0.6393172690763053,0.3606827309236948,0.2842670682730924,0.7157329317269077,0.3598978115391572,0.35527710843373494,0.2,0.6775251004016065,0.35527710843373494,0.2322971887550201,0.41242570281124497,15.77807921866522,16.65827599322292
2,20002,60,0.02,0.7,124000,18913,5887,29664,69536,0.7626209677419354,0.2373790322580645,0.2990322580645161,0.7009677419354838,0.38934063445663586,0.39175,0.2,0.7317943548387096,0.39175,0.23241935483870968,0.37583064516129033,29.420445890030262,32.70957668285912
2,20002,90,0.02,0.7,124000,20604,4196,30412,68788,0.8308064516129032,0.16919354838709677,0.3065725806451613,0.6934274193548388,0.403873294652658,0.41141935483870967,0.2,0.762116935483871,0.41141935483870967,0.22901612903225807,0.3595645161290323,42.272914379802415,49.08968941474752
2,20002,150,0.02,0.7,123000,22295,2305,30962,67438,0.90630081300813,0.09369918699186992,0.31465447154471543,0.6853455284552845,0.41863041478115554,0.43298373983739835,0.2,0.7958231707317073,0.43298373983739835,0.22449593495934958,0.34252032520325204,66.09572450569878,82.06931517763373
2,20002,30,0.02,0.9,124500,17919,6981,28313,71287,0.7196385542168675,0.28036144578313255,0.2842670682730924,0.7157329317269077,0.387588683163177,0.3713413654618474,0.2,0.7176857429718876,0.3713413654618474,0.22783935742971886,0.40081927710843374,15.477915729364941,16.662553761545514
2,20002,60,0.02,0.9,124000,20934,3866,29664,69536,0.8441129032258065,0.15588709677419355,0.2990322580645161,0.7009677419354838,0.4137317680540733,0.4080483870967742,0.2,0.7725403225806451,0.4080483870967742,0.22836290322580646,0.36358870967741935,28.58660421360528,32.753434332732986
